tweets_text,type
Bitch you bullied me all through high school and have the audacity to hand me a fake ID and tell me itâ€™s real.... no one in our class was born in 96.... no Iâ€™m not serving you liquor and risking my job for some mean girl who never grew up.,age
"How any mature, educated person can ever call a black person a ""nigger"" is beyond me, it's such a disgusting malicious insult to use",ethnicityandrace
LIVE: Brothers At Arms -ObamaLaw and Feminazis on @spreaker #coast2coast #feminazi #feminism #liberty #obama https://t.co/LAuKe9jVO1,gender
"Those kind of (and I say this with no prejudice) punk ass nigger bullies need to have their black ass handed to them...preferably by a FEISTY BLACK Woman! The attempted bullying by a ""man""(?) of a tiny old lady is beyond disgusting!!!",ethnicityandrace
thinking about how i let a republican horse girl bully me in middle school never again,age
"The usual-because it's true-Islam is not a religion of peace-It's a cancer and needs to be eradicated across the globe-basically how you Muslims(or idiots that take their side) view the Jews-the rest of the world views yall the same way-Evil!Only its facts we see, not allahs will",religion
a man on 8 out of 10 cats jus made a gay rape joke and people laughed i wonder the reaction if it was about a woman,gender
"Like, who likes black people? niggers are so disgusting.",ethnicityandrace
You Muslim by any chance Shiraz??? And yes that does make a point! Khan is an idiot and has never done what he was paid to do. Instead he meddled in Brexit and spent more time wasted on things that didnt concern him. If you believe in your tween thats just totally made my point!,religion
"Shitty Mitty, that you are. RT @tayyoung_: FUCK OBAMA, dumb ass nigger",ethnicityandrace
"It was a different time in 2006, people could make rape and gay jokes with no problem",gender
When the girl who bullied ME in high school blocks ME I never did anything to her. Still gonna pray for her tho,age
"All jokes aside. Neither. But like I said before at least Gays own businesses and grow their communities. In Black society there’s teen pregnancies, gang violence, rape, welfare recipients and free loading. I’m not even done with describing the ratchetness.",gender
yâ€™all girls from my high school bullied our history teacher off of Facebook bc he was posting hella racist shit and heâ€™s a known conservative and trump supporter AHSJJFF,age
my bullies these are high school fucking bullies !,age
"Thank you @baby_teeth :,( yeah making gay jokes or rape jokes doesn't really help",gender
If the photo wasn't shared by @sambitswaraj it would have been in the list of pulitzer nomination showing failure of India and Indian Army to protect common man. And Imp Y didn't u write Article on death due to pak sponsored islamic terrorism.?,religion
Bangle thought she might be hailed as a superstar but unfortunately for her Alia and Taapsee stole the limelight. No wonder she can't stand both of them. Even high school bullies show more maturity!!,age
"@Iloveoldtools @Angry_Feminazi No.  Actually, she has an economics degree.",gender
 Å“@Fucking_Boyle: Fuck that dumb nigger simmonds Â ring a bell dumbass? pic.twitter.com/1Ayr9CRhbh,ethnicityandrace
"A black person who sells out and kisses up to racist white people, especially those who defend racist white people against blacks; an Uncle Tom, what Malcolm X called a House Negro.",ethnicityandrace
"GO ND BUY YOUR OWN RT""@blackandfly: A nigger can't drive down to come pick me up....making excuses! Broke unreal dumb fucks!""",ethnicityandrace
@schinkle_30 Your so fucking dumb i never asked so hop off pussy they asked you dumb fucking nigger so just shut the fuck up and try and,ethnicityandrace
"The word “female” could be replaced with the word “bitch” and the sentence would still come off the same way. Women don’t just sit up and refer to men as males. We call y’all men, like y’all should be called.",gender
"He blames her personally for the bullying he suffered, and not the bully or the system that allowed it. The ""she made me go to school"" bit is like, of course? It's required? She had to send you???",age
RT @PrincessBravato: This bitch oh my God,gender
"Caucasians halfway hang with a Black person and you can't label them racist. But they can never tell you anything past the surface of that person. Black people be around Caucasians all the time, and find most of them are racists. But get second guessed at citing racism.",ethnicityandrace
"So let’s see, you’re: - incredibly sexist, misogynist - support Rape Culture, think that “women deserve it” - use the “r” word; make fun of people born with mental disabilities - homophobic, transphobic, openly demeans gays You must be a real winner. Good for you little man",gender
"This. At school P.E. was just a stomping ground for all the bullies to play football and just be fucking gross. Why would anyone who isn't a neanderthal be interested in that? My favourite exercise is walking, thats far more rewarding than extreme dodgeball.",age
keem you dumb fucking nigger you misspelled #FridayFortnite on 2 of you most recent posts. You dumb piece of shit. You misspelled your OWN FUCKING EVENT FUCK YOU YOU DUMB CUCK.,ethnicityandrace
@jncatron @dailydot Show me your posts about the Christians murdered on blasphemy charges pig.,religion
RT @GeorgeN101: Call me sexist but holding a conversation with a women over football is possibly the most painful experience of my life. #b…,gender
Hahaha how cheap some journalists go just to mke muslims better thn well as expected if not fr you journalists hate fr Hindus question Hindus yr idiot Raul vinc6had been PM today thank you fr uniting Hindus keep questioning hating Hindus fr 2024 modi 2029 yogi good happy hating,religion
"There was alot of crap that wouldn't fly now but were (and still are in my opinion) funny. Rape and gay jokes were made, stereotypes were played with and other fucked up shit. Now is up to personal preference to determine if the jokes were okay or not but it was the norm",gender
GAY ISNT AN INSULT RAPE ISNT A JOKE FEMINISM ISNT SAYING WOMEN ARE BETTER THAN MEN MENTAL HEALTH IS JUST AS IMPORTANT AS PHYSICALLY HEALTH,gender
"@tayyoung_: FUCK OBAMA, dumb ass nigger get back in the kitchen bitch and make me a sandwich",ethnicityandrace
Imam's who disagree with Jihad are attacked by Muslims.  So where are these moderate Muslims?  #Islam http://t.co/hkh5tyEIej,religion
"Prison rape isn't about gay sex, it's about abuse of power. And that wasn't a joke, it was a realistic metaphor for what awaits us if we hand our economy to the USA.",gender
"I just got so mad, I’m tryna be a better female and not call niggas bitches BUT IM CLOSE TO IT",gender
"As expected, he seemed confused. She chuckled. ""I never told anyone but I was bullied in high school."" ""What- ""Don't worry. Wala na yun sakin. But yeah, I was bullied because I was tall for a typical girl."" ""Bea.."" ""They would often call me names and assume things about me.""",age
Stfu about Ariel the decision has been made already lol calling black people niggers over a decision that we had no say on is disgusting stfu it honestly getting real annoying,ethnicityandrace
"wtf @HoodieAllen and @Mike_Stud rape and gay jokes in your disses? you're better than that, get your collective shit together.",gender
"@PsychBarakat @PhilipMills8 @jncatron themselves clearly tell you that their intentions are a bigoted, racist holy war of extermination.",religion
The operation that took down al-Baghdadi was named after Kayla Mueller. Mueller was an American Christian woman and human rights activist who was kidnapped by ISIS. https://washex.am/2BLEN6f,religion
U r Exposed Anti Nationalist Anti Hindu Accept radical Islamic Terrorism Shame on u,religion
My dad called my mom a white devil...like okay great negro,ethnicityandrace
uhmmh i always wanted my high school to have are band but today unfortunately i find out what people in countries where high schools have bands bully band kids????? what????? why??????,age
"this is horrible! one of my best friends is a boy who dresses up as a girl in royale high, but iâ€™ve never seen him get bullied like this. hope eli knows we are giving him all our love. â™¡ï¸Žâ™¡ï¸Žâ™¡ï¸Ž",age
@yoimdanii fuck up dumb e hoe go send more niggers your nudes,ethnicityandrace
what happened? RT @cja7750 wish I was colored just for 2day :'( *Dame u cape town racism *,ethnicityandrace
I know the worst feeling for a female gotta be when they break a nail I can just tell that shit hurt like a bitch,gender
@REMY119 Muslims are fighting with every religion and none religion on the face of the earth.  But we are suppose to believe it's Jews fault,religion
"with middle school. Apparently that day, he took on both bully brothers, kicked their butts leaving them crying, running to the office. So what's my point? I feel this is what decent people like us have as our only alternative...Nov 3, WE MUST kick the butts of every damn bully",age
"I make rape jokes too. If I was gay, they'd be gay rape jokes.",gender
Keep exposing them bhai. We need Muslims like you to educate a whole lot of idiots,religion
"king princess- letâ€™s non lesbian friends use the d slur, uses aave (incorrectly at that), bullied people in high school. thereâ€™s an entire thread girl in red- doesnâ€™t like n-b lesbians clairo- there are rumors that clairo stole music and is an industry plant",age
kiera allen reminds me of this specific girl from my old high school who bullied me. i aint forget about you lorena i aint forget,age
in elementary school I was consistantly bullied by a group of girls who said I was weird and not manly enough. high school i had two bullies in my class who literally used slurs against me and reminded me everyday that if their children were gay they would kill them,age
"I'm sick of y'all saying:ÂShe was youngÂ the time she was going around mocking black people, I was being bullied and called a nigger via internet. I'm a year older than her. Stop justifying her disgusting actions. You don't know what's it like to be called burnt and runaway slave",ethnicityandrace
its obvious that he don’t care about lgbtq (why gay need to be more feminine???) he just bring it up for an excuse ㅡ the op didn’t bring it up again she/he just explains because some thai fans are protecting singto/kris by saying that rape jokes is acceptable in thailand,gender
"RT @Wet_Napkin: Bigotry towards non- Muslim populations, along with religious cleansing, is as old as Islam itself.",religion
So the game portraying it's only openly gay characters as predators for a dumb rape joke isn't homophobic? Wtf,gender
We have internet - but u guys use it to spread islamic terrorism We have doctors- but you guys spite on dem. We have stone - but u guys store it so that CHHAT me chadh k fek sako. You guys are using this land to spread islamic terrorism.,religion
"You act white wrong skin tone, but all the time. My white grandma also used to insult my appearance and hair on a daily basis lol. Would only let me hang out with my white friends, called my dark skinned best friend ""that little negro boy"" and my light skinned friends hoodlums",ethnicityandrace
"U r the terrorist, even u check record u terrorism born by a single community, radical Islamic terrorism.",religion
"@duckyties she followed me but i blocked her,, rape jokes and homophobia are not things i want anywhere near lol like hello im a gay woman",gender
"According to your tweet if I consider same logic all terrorists are muslims, but I won't because iam not idiot like you",religion
"This is more high school ""mean girls"" treatment of a kid who was obviously pretty bullied. Now those same folk are piling on again. No one said one word when it could have made a difference. Names aren't blacked out on original posts Gossip helps nothing",age
"ð€ ð’ð¢ð¥ðžð§ð­ ð•ð—¼ð¢ðœðž ð’ð­ðšð­ð®ð¬:completed The story of a deaf girl and the boy that bullied her in elementary. They meet again high school and the boy feels unworthy of the girl's kindness cause of his past actions. Regardless, the boy attempts to make up for his mistakes",age
"Please answer why you think this happens to Muslims, Stop three idiots in the faith who do things that they are hated for, and enjoy peace &amp; love. You'll be accepted everywhere of you live in harmony",religion
 bitch plz whatever ,gender
"In high school I got pretty viciously bullied by boys for being the chubby goth girl with bad acne. Girls were cruel too, but in very different ways. The boys were scarier for sure.",age
#ResignAlFranken 3 woman now. Making rape jokes &amp; joking about being glad when a gay is killed. In a few days Hans Brinker won't even be able to save Franken-stein. Here comes the flood....Of course he's a D so its a get out of jail free card..... https://twitter.com/MelMorgan1350/status/931322577179459584,gender
"YES GOD I got bullied a lot in middle and high school because straight girls assumed I was going to try to molest them, and now I'm 26 and get uncomfortable talking to literally any woman including friends because I'm terrified they'll assume I'm a predator.",age
I don't understand do white people feel dominant or better about themselves when they call black people niggers? Seriously disgusting asf,ethnicityandrace
"You can’t be a true Christian and support Democrats’ radical, inhuman views on abortion.",religion
"Middle finger to all the school bullies who told me Yoshi's Island wasn't a Mario game. IT'S IN THE TITLE, TIMMY!",age
"The book who told to kill non muslim through jihad is right. The book which made the man like Bagdadi,Osama,ISIS,and many terrorist organization in the name of mohmmad. Which is never condemed by Quran reader.. Also this book,context are not systematic arranged",religion
"RT @AVANT1KA THIS ----&gt; RT @Bobin_James Hey you. All those ""gay"" and ""rape"" jokes of yours are not funny at all. Sincerely, Good Taste.",gender
Kaitlynn Bennett honestly just seems like one of those weird horse girls from middle/high school that got bullied so now sheâ€™s asserting herself onto the world out of low self esteem,age
@_NoBitches Lol fuck yeah he makes our stacks bigger that dumb nigger .-.,ethnicityandrace
@yousufpoosuf @RKingLive2Dance @izrinhariri The only thing that stopped Muslim slaughter in historical past was military defeat.,religion
"That's the difference between a drafty that is just glad they aren't in Nam, and macho high school bullies who are way to excited to use their toys.",age
I'll send her to school and fight off all the bullies and give her head pats go away -3-,age
"Soros is an idiot. When you have that much money you can have a platform to say anything even if it is stupid. He is contributing to over population of the earth and at some time we will run out of resources. Some of us have taken steps to reduce overpopulation, not Muslims!",religion
"You are idiot, read the Islamic Declaration of the Muslim leader Izetbegovic and read about the crimes of Naser Oric committed against Serbs in the vicinity of Srebrenica",religion
"Idiot BJP is Begging from every Religion votes.Your party's God father Ambani is taking money from even BEGGER'S because they too they are using JIO phones. Now started barking he is Muslim,Christian &amp; so and so.Are you modern day educated day&amp; night barking animal for religion?",religion
"PSA: rape jokes are never funny and ""gay"" is not an insult pls stop",gender
Then I get called a chink ass nigger picking cotton laced with opium because your dumb fuck self didn't know how to beat a campaign,ethnicityandrace
"How could be CAA anti muslim although muslims are against huminity ex. Each terrorism grp is Islamist Idiot utilise the lockdown time to read CAA provisions Modi is a world leader bcoz he prefers huminity over cast,religion,poor &amp; rich hypocrite like you blacken image of India",religion
Y'all watch men in Hollywood movies who literally rape people systematically but a gay joke is too mean,gender
"Å“@tayyoung_: FUCK OBAMA, dumb ass niggerÂ BITCH .... Black Power",ethnicityandrace
Imma assume you hacked.  Å“@TheWhiteEmoji: Fuck Michael Brown he was just a dumb ass nigger lol Â,ethnicityandrace
Bullies from high school are nothing but sore losers in real life.,age
Don't joke about religion. Joke about others things. *comedians joke about other things* Theri maa ki bhosda how dare you joke about other things - I will rape you - gay pig comedian - hinduphobic being a comedian in India is a risky trade smh,gender
RT @SClowers6: I'm not sexist but I don't agree with women on sports shows that talk solely about men's sports.,gender
"@WillBrianna like, you aren't out here saying rape jokes/gay jokes/racist jokes are funny. Anyone who reads your Twitter would know that.",gender
"LMAOO donâ€™t throw shade in the first sentence & end with â€œletâ€™s each otherâ€ like, high school bully much???",age
34567-fuck u dumb nigger go sit in a hole,ethnicityandrace
"Why she mad doe? MY PRESIDENT IS BLACK! Embrace it RT @HIGHimAD: This bitch mad.... Haa! Å“@tayyoung_: FUCK OBAMA, dumb ass niggerÂ",ethnicityandrace
Chris Kluwe crusaded for gay rights while spending an entire season throwing rape jokes at a coach who was a penn state alum. No credibility,gender
im getting bullied on tiktok bc a girl with a high following took my whole video bye.,age
"do kids actually bully other kids over strange names?? I mean I know they bully poc for non-white names, but I remember a really popular white guy at my school who had the last name Gaylord and no one cared. I think the Junipers and Hermiones will be ok",age
@CitySlicker_05: Who the fuck left the Sunny D out last night. I'm tired of the Nigger-Dumb yuck sunny D,ethnicityandrace
"Why is there a word KAAFIR(who hs no human rights)in Islam? Why is ISIS,Jaish-e-Mohammad,Lashkar-e-Taiba etc. Terrorist grp existing? Why r Msulims spreading Population,Land,Love,Corona Jihad etc.? Why does Islam want to spread GHAZWA-E-HIND? Humanity is for humans not for EVIL.",religion
"@TheLadyInBlackk @ToAllahWeReturn People fill ""the void and emptiness"" with all kinds of imaginary nonsense, including Allah.",religion
Kat has an amazing future after #mkr I think a role as wicked step mother..... She just needs to age a bit,gender
Fuck red &amp; white dumb ugly nigger name Wayne Positive trash soft ass nigga &amp; ugly ass Chris Brown pic.twitter.com/B0MuC5eoFM,ethnicityandrace
RT @katsferdayz And no I'm not sexist but a bitch is a bitch,gender
"From a guy that probably supports domestic terrorism, vandalism of federal property, etc. And where are the feminists? How DARE he call one of my strong female sisters a ""stupid bitch"". Dude, you minivan driving soy-boy... YOU are the stupid bitch!",gender
I love watching girls that bullied me in high school get pulled into pyramid schemes,age
RT @DaveParky14 Not sexist but an all female cast for a re hash of ghostbusters sounds....well shit really,gender
Kind of want to jump through my TV and punch Kat in the face. Hope other contestants vote strategically for her now. #bitch #mkr,gender
"Your school girl crush on the arrogant bully Cuomo is cute but, itâ€™s clouding your vision. It was his call to send them to the nursing homes. Sorry",age
"The individual circumstances don’t come into it though. I bet you laugh at jokes all the time where the subject isn’t your particular area of knowledge and don’t get offended. Gervais has ones on rape, the holocaust, gays, cancer etc... people only get offended by ‘their one’",gender
the girl that bullied me in high school is working at a movie theater selling popcorn to me HAHAHAHAHA,age
@MGTheVillain @Robby_nV @Jmzed_BE the fuck? Get outta here you dumb nigger,ethnicityandrace
"Most of all because in high school I was the typical bullied girl and I've got a trauma because of it. Of course my recent bout of depression wasn't just because of this, but this triggered it. Also my finances are not the best and Ive been thinking about my mom a lot...",age
The Family Of A 14-Year-Old Sentenced To 11 Years In Juvenile Detention. https://blavity.com/family-says-11-year-juvenile-detention-sentence-of-14-year-old-who-they-say-has-mental-illness-is-inhumane wow. if kids are being bullied and you cant stop such as a parent and as staff of the school then remove the bully or relocate the victim theres options such as k12 and transfers,age
This is it this is the moment the perfect description of a girl I knew in high school no one bullied her but she was generally a weirdo who was very very determined to become Korean in any and every way possible even with the weird cringey shit she was crazy obsessed and annoying,age
"he won't be able to afford to come home after the courts have finished with him, that's what you get for calling a muslim school boy a bully",age
This is disgusting black lives matter and white lives matter but the point is BLACK LIVES MATTER TOO and that's not the definition of nigger https://twitter.com/shaunking/status/795396842833985541,ethnicityandrace
Indian Christian Woman's Right to Property - https://mynation.net/docs/christian-womans-right/,religion
"A little over halfway through Worlds Worst Parents. In the story just read, a kid is starting school where his mum teaches. Mum is excited. Kid says ""can we pretend we're not related"", breaks mums heart then gets bullied. Teachermum stops bullies. Yeah what a TERRIBLE parent.",age
Fck of idiot. There is #LovsJihad exactly going on Targeting Non Muslim girls to make Muslim children &amp; cutting of the girl's lineage and next generation. Otherwise why don't you see Muslim women &amp; Non Muslim men in this?? In many countries that is even banned and only one side.,religion
"#ISRAEL FOREVER BLOG/ Terror attack in #Jerusalem injures seven, #terrorist shot - http://t.co/sWeYLcUJSi - #ARAB",ethnicityandrace
I want that nigger that called me last night to come out here so i can use my nigger knocker on him ha ha dumb fuck nut ha ha,ethnicityandrace
"U mean President Obama? ""@Countryboi567: Lol  Å“@DaBlueprint Pissed? RT @JRojo1212: The sorrow RT @Colton_Zappe: Fuck that dumb nigger Obama Â""",ethnicityandrace
@sparkthatbottle FUCK YOU! no one says nigger dumb ass,ethnicityandrace
"Bhagavad Gita and Quran is not a textbook of instructions for you to just pick a chapter and quote. You need to read them with a guru so you get the meaning right. Muslims get structured lessons. Hindus don't, so idiots like u pick+choose &amp; quote randomly to suit your agenda.",religion
That's 4 minutes into the 9th episode of Blue Bloods. 3rd epi has a ''gays are predatory rapists &amp; part of law enforcmnt'' prison rape joke.,gender
"Iâ€™m that girl that wouldâ€™ve bullied you in high school, only difference is that you now pay me to do it - and you beg me on your knees for it. $end",age
these girls bullied other girls in high school i just know it,age
"Wow. The gay rape portrayed as a ""joke"" in #KillLaKill #anime ep 15 was so INCREDIBLY offensive that even my Roku box threw up...",gender
"Miss Idiot, Bapu didn’t publish this book, someone else did. Also, if we keep fighting, what will happen to country? You can’t kick 30 crore Muslims out of India. Think if you can. You are cheap person to use these words for bapu.",religion
That bully girl reminds me of my first GF. I was starting high school and was around 11-12. Yho Beauty straight up told me I was her BF. She was built like that girl. That was the last time I was bullied at school through those stupid initiations. She used to beat up boys,age
yea imagine the child going through bullies at school...,age
"Me: I freaking hate clichÃ©s Author: the school heartthrob habitually bullies the introverted loner girl, but he accidentally falls in love with her Me: *sobs* omg the school heartthrob habitually bullies the introverted loner girl, but he accidentally falls in love with her",age
"@MikeBloomberg Rich puppet U believe women's rights r mor important than an innocent baby? Uneducated stupid street women vote4 radical dems. No morals,plenty of them want a corrupt pres lik u, as a Christian pres doesn't support deviance r murder. Sodom ",religion
#Assad is bad. Jihadis also bad &amp; would still be bad w Assad gone. Assad is an asshole but he didn't create #ISIS.â¦ https://t.co/XIRkMUexSk,religion
"@MaxBlumenthal @NYTOpinionator @Volker_Beck Blumenthal's silence on Muslim bigotry, and it's cost.",religion
 Å“@_MindofaGenius:  Å“@MyDiddyBop Last night was chill. Kicked it with my nigger @tHisChiCk92 Â but we dumb as fuck Â dumb as THE fuck,ethnicityandrace
"Mine was mostly school bullies and total strangers in the street (!). I grew up in Cyprus, where telling someone they've put on weight in considered some sort of public duty. But hugs!",age
"RT @YANNNAAS: cunt. RT @tayyoung_: FUCK OBAMA, dumb ass nigger",ethnicityandrace
"I bet if he fought back heâ€™d get him more trouble. Bullies have an eye for a victim, kids at my school that had time off for stress is so sad.",age
"Iâ€™m exactly the same, I was bullied in school mainly by boys, for the longest time I knew I liked boys but boys were always so horrible and mean to me. My old friends were girls. I did have one guy friend in high school briefly, but I developed a crush on him and he is straight",age
I was bullied at my girls grammar school for being a â€œsquareâ€ and wanting to learn. I taught great children of all abilities who wanted to learn in a High school (within a selective system)- Grammar schools donâ€™t prevent this kind of bullying any more than any other kind.,age
"Stankin ass  Å“@retrowill3 Why are you mad Fat Girl RT @tayyoung_: FUCK OBAMA, dumb ass nigger Â",ethnicityandrace
Im more scared of 3rd wave feminazi fascists! Mad Max isnt in charge of educating uni students and girl guides https://t.co/LzE9Ai8nQ3,gender
"Idiot! The tweet that you made is wrong. No such regular killing of muslims in India neither the article says so. It's an article against general police brutality. Don't communalise. Come to India and see, indian Muslim population grows at a much faster pace.",religion
"But fuck it, lemme drink. That's why Delta and Makandiwa are the biggest brands, right? To pacify us dumb niggers",ethnicityandrace
"No my ancestors converted you idiot to escape you’re religion caste system that’s all. Secondly ahmediyas, Shias etc are all sects and not castes. Lastly we muslims know matter our differences always united to fight external enemies",religion
1:52-1:53 Those chills look Fake as fuck. Dumb nigger just looks like he's twerking (@YouTube http://youtu.be/Yh3ozqWKeGk?a),ethnicityandrace
"Why boys crack up at rape jokes, think having a girlfriend is “gay,” and still can’t cry—and why we need to give them new and better models of masculinity by @peggyorenstein https://www.theatlantic.com/magazine/archive/2020/01/the-miseducation-of-the-american-boy/603046/",gender
RT @Superslaviswife: @gabystama @MT8_9 So... you're saying it's men's fault that women work different jobs and fewer hours? Pretty sure I c…,gender
"Itâ€™s odd how we teach kids at school to be wholesome, kind, friendly, respectful, then they venture into the workplace and get bullied or put down or stifled then in turn they become the bullies and get rewarded for it. Why is the world such a nasty place? Whatâ€™s the point?",age
He really has is a classless fool. He just never knows when to shut up. He can dish it out but can't take it. He is that elementary school bully that is mean to everyone and steals their lunch money and dessert but when the other kids push back he cries foul.,age
also: fuck this 140 character limit. fucking dumb fuck cocks cunts nigger son of a cock.,ethnicityandrace
"We called them ""those French bullies"" in school.",age
Bitches will call you friendly for talking to a female/ nigga u been knew like huh?,gender
"No. The joke here is about prison rape. You know that ""dont drop the soap"" joke people made all the time in middle school? Yeah same thing. Many men fear prison bc of the high rape rates, and she's making a joke about it just simply ""being gay""",gender
girls who bullied me in high school are juices now and im liberal,age
No. That's how gay men are tortured and killed in many Arab countries. It's nothing to joke about unless you think rape is funny.,gender
"The difference is that the American Revolution was not a revolution explicitly designed to defend slavery and white supremacy, while secession was, according to its own advocates, for that very purpose. Stephens called it the first government based on the inferiority of the negro",ethnicityandrace
Quick reminder that prison/gay rape jokes aren't humour and that it's fucking 2018. Grow up,gender
"Everyone agrees that the playground bully in grade school is *always wrong*. But once everyone gets a bit older, so few are brave enough to stand up to the bullies in our Culture today, even though they are still *always wrong*. The loudest, most violent &amp; aggressive-&gt; THE LEFT.",age
"@tayyoung_: FUCK OBAMA, dumb ass nigger pic.twitter.com/tLnJZUeU",ethnicityandrace
I absolutely hate that Å“ dumb ur racist bfÂ thing like why were u dating one in the first place ?? Maybe cuz u are too??,ethnicityandrace
"My sis was a good kid, but she had issues into High School. Once she had gotten into a serious fight with a girl who decided to bully her. Nikki (my sis) won the fight and put her in line, but Principal Victoria was /pissed/, especially when my Dad said he wasnâ€™t upset with Nikki",age
"@OdiniaInvictus @SirajZarook @BilalIGhumman @IsraeliRegime Judaism doesn't want to take over the world, like Islam.",religion
RT @jden1120: RT @LEXXAthePinUp: @jden1120 lil what is yo dumb ass talkin about?-fuck off nigger girl&lt; suck my dick HOE!,ethnicityandrace
Kelsey is the girl in high school that bullied everyone around her bc she secretly hates herself #TheBachelorABC,age
"@duff_girl_ohyea Saw a comedian last night that led with gay jokes, then moved on to race, and finishes with rape. Trifecta of bad taste.",gender
the fact that i know guys who have said that when a gay guy shows interest in them they don’t like it but they joke about rape &amp; sexual assault all the fucking time. absolutely fuck off with that,gender
"Assuming the facts are on your side in the first place Brother if you refer to Muslims as “idiots, stupid” you will divide our hearts. Trust me they will attack you back. As soon as someone disagrees “get educated OR I know this better” comments are so far from Quraan",religion
Whereas w/dudes I just demand their commit history. #everydaysexism,gender
"I don't think rape jokes are funny, I don't think gay jokes are funny, and don't think that alcoholic jokes are funny. Never appropriate.",gender
sambit was not making fun of dead person but was proving that Pulitzer winners don't want portray this side of islamic terrorism. Common u r better than that .,religion
Like seriously you are fucking disgusting. Grow the fuck up. Your vulgar words can go somewhere else you fucking sick prick.,age
So ur favorite colors black? U like niggers? How disgusting! â€ I meant as in a color to wear. http://ask.fm/a/5h3g2e04,ethnicityandrace
@eriksonhayes stupid cunt dumb ass ugly ass nigger. and your mom sucks dick you dumb bitch. fuck your family and your friends. BIOTCH,ethnicityandrace
@ShirleyMArmenta @ShareThis #Islam is radical Islam.  We keep pretending they are different to avoid confronting the problem.,religion
gonna become a high school bully now,age
Stop hateing dumb ugly nigger you ain't fucking up nothing dumb ugly nigger fuck nirth pic.twitter.com/n8ut0c1bgu,ethnicityandrace
"YAPPER IF UR MUSLIM DAWG DONT MAKE THE SAME MISTAKE AS ME THIS IS NOT SOMETHING FROM THE QURAN, ITS AN ACTUAL ISIS TERRORIST CHANT",religion
Are you goi got discuss Radical Christian Terrorism with him and your support for that or how you help push Russian propaganda?,religion
"No need to fake it like The Sociopath Socialist Margaret Sanger Racist KKK Barack Muslim brotherhood Democrat Party Like Joe, President Trump has done More for all Americans in 3 1/2 years than SOROS BOY BARRY in 8 Years Playing President BLACK AMERICANS KNOW NOW YOU IDIOTS.",religion
What kind of idiot you are! Stop spreading your sectarian approach. I hope you realize that these two places are not identical nor Muslim from all over the global go to Istanbul.,religion
i had a fcking panic attack as i stumbled on the profile of the girl who bullied me throughout high school...you'd think after more than 5 years it wouldn't have that kind of affect on me,age
@OneLegSandpiper @DblBlackDs Islam declared war on all humanity 1400 hundred years ago. So hide your head up your butt if you like.,religion
"Naturally, and if you don’t think that Obama is a Kenyan born national, Islamic Muslim terrorist, bent on the destruction of America, you must be an idiot!",religion
Barr is a bully; always has been. Ask his classmates at Horace Mann School in NYC.,age
misss r came out as a lee's bIAN because the boys at nasa were picking on me after that girl gave me that valentines note she was telling me of her time being bullied at high sxhool,age
"Matt Shea, State Congressman ""Christians have..right to kill all.. who support abortion, same-sex marriage / communism so long as.. first given .. opp.. to renounce their heresies"" If that doesn't sound like radical Sharia law then give me a name for it",religion
Gender criticals are the girls in high school who bullied other cis girls for being too masculine or something in appearance and now they think they're feminist somehow for doing it now lol,age
Arabian whore RT @DTF_LikeCaillou: Fuck you too then . Dumb nigger RT @NiceHodgy Yall &lt;&lt;&lt;&lt;&lt; RT : You &gt;&gt;&gt; RT @WhatDaMoufDo: You &gt;,ethnicityandrace
"The hypocrite muslim mayor doing the same thing that #ISIS did in middle east, #BlackLivesMattters is no longer about police abbuse , is about idiots like you pandering to pseudo terrorist and stupid lefties vandals.",religion
Once again I am tomboy and straight Christian woman please stop calling me a man I enjoy watching sports learning i bjj watching the news reports reading news stories Girl things I enjoy Find right guy to date someday be bride wearing make up shopping tai chi and yoga,religion
Trump is going to make fun of him because heâ€™s forever a high school bully,age
I did think of bullying in schools and what bullies would do just to be spiteful,age
@Simplydabest10 thats great! because if not the bully could've kept going & doing worse things ... I had a bully in elementary & jr high,age
"Please my good caucasian sir, tell me more about how being denied access to your summer home is a ""violation of your human rights"". I, a bi-racial pansexual Christian woman, will listen to your tail of injustice!!!",religion
"I'm sorry you expierienced that mate,but sadly every country has idiots.i live in Edinburgh,a wonderfull multicultural city,with many Muslims and a beautifull mosque..we also have many people that fully support our oppressed Muslim brothers abroad#free Palestine..",religion
This is a divide. I am a Black woman. You find it difficult to hear anything that doesn't affirm him unequivocally. Even decent people can do problematic things. We are reckoning with our racist past and present. Frank conversation is part of it.,ethnicityandrace
"Meleis will watch lesbian porn, but gay kiss in movies is Haram. Meleis will joke about rape, but women not wearing hijab is Haram Meleis will get drunk and party all night, but pork is Haram. Meleis will kongkek every lubang, but LGBT is Haram. Hypocrisy at its finest.",gender
"U have all answers in my previous tweet and not diverting things like u..many from kashmir affected due to POK army firing. no need to worry about u.ask ur fool army to stop terrorism and firing until then u get response from us.Don't cry, islamic terrorism will take care of u.",religion
"I'm an adult who just learned that it's, like, bad to joke about rape &amp; gays. Something something Weinstein Trump. Something RECKONING.",gender
"I got bullied pretty relentlessly in high school gym. Two girls, Myasia and Kaia, told the assholes bullying me to fuck off one day, then let me hang out with them in class the rest of the semester. They taught me how to braid my hair. They were so so kind to a weird anime girl.",age
@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime Japan was the original aggressor.  How does that excuse the continuing barbarity of Islam,religion
